10000 40000
4458 2071 6
4458 9039 5
4458 9227 92
4459 939 73
4459 6054 1
4459 6328 38
4459 8209 71
4460 2428 93
4460 2538 45
4460 6512 0
4460 9652 71
4461 3878 73
4461 4971 8
4462 3341 4
4462 3617 12
4462 5975 94
4462 8115 3
4463 9053 5
4464 927 50
4464 1369 70
4464 1670 33
4464 2557 48
4464 3194 84
4464 5705 45
4465 1748 40
4465 3439 8
4465 5097 14
4466 5235 59
4466 7783 8
4467 742 17
4467 1463 19
4467 2674 28
4467 8408 92
4467 8559 69
4468 2070 43
4468 3802 88
4468 6989 25
4468 8048 49
4469 631 83
4469 1193 94
4469 6673 28
4469 8419 1
4470 3688 7
4470 4222 75
4471 66 98
4471 260 59
4471 991 65
4471 1580 45
4471 4311 32
4471 7342 82
4471 8290 13
4471 8365 0
4472 3088 38
4472 4223 80
4472 5613 6
4472 8948 99
4473 84 60
4473 2351 48
4473 2489 29
4473 2683 73
4473 4492 37
4473 4837 61
4473 5195 12
4473 5408 6
4473 7004 1
4473 8010 94
4473 8841 23
4473 8976 50
4474 80 80
4474 1920 72
4474 8633 91
4475 901 75
4475 2093 1
4475 2266 17
4475 7136 89
4476 1855 26
4476 5700 28
4476 6199 81
4476 6931 90
4476 7084 71
4477 1493 95
4477 8025 21
4478 2857 28
4478 2945 74
4479 549 28
4479 1481 55
4479 6563 74
4479 7016 13
4479 8605 56
4479 9177 32
4480 2704 8
4480 3281 27
4480 5521 60
4481 1706 15
4481 4036 37
4481 4487 89
4481 5579 23
4481 7288 35
4481 7529 69
4481 7870 96
4482 1043 41
4482 1207 97
4482 9141 9
4483 4490 26
4483 8147 63
4483 9086 62
4484 2365 20
4484 4774 80
4484 6083 59
4484 8332 17
4485 1476 63
4485 1600 98
4485 3592 22
4485 4366 33
4485 9544 29
4485 9668 80
4486 600 19
4486 2381 82
4486 2907 89
4486 6589 60
4486 8025 64
4486 8972 18
4486 9199 20
4487 2866 79
4487 7562 63
4487 7589 84
4488 123 32
4488 1617 0
4488 2763 26
4488 6282 55
4488 6705 95
4488 9957 18
4489 1107 63
4489 2737 35
4489 4958 41
4489 5098 23
4490 1466 86
4490 7056 81
4490 7993 37
4491 4573 68
4491 5099 32
4491 8093 99
4492 2951 60
4493 1415 7
4493 7339 56
4494 541 59
4494 1304 97
4494 1543 4
4494 2515 32
4495 293 72
4495 1126 31
4495 1933 3
4495 5083 30
4496 4932 92
4496 5243 7
4496 8786 72
4497 5338 76
4497 7046 89
4497 9188 72
4498 4718 80
4498 7080 21
4499 64 1
4499 1554 67
4499 2329 37
4499 3972 70
4499 5288 28
4499 6900 41
4500 235 81
4500 3040 37
4501 6264 48
4502 1503 97
4503 1779 18
4503 2611 27
4504 284 47
4504 3626 40
4504 5545 45
4504 9063 66
4504 9322 11
4504 9458 71
4506 1788 4
4506 2168 39
4506 9531 95
4507 4360 27
4508 2937 71
4508 6489 58
4508 9311 37
4509 3857 34
4509 5343 0
4509 5811 3
4509 5899 75
4509 6082 64
4510 432 90
4510 1880 80
4510 1994 81
4510 5197 42
4510 7959 31
4510 8236 93
4510 8669 10
4510 9566 5
4511 976 5
4511 1182 19
4511 3160 42
4511 7328 37
4512 342 79
4512 4593 30
4512 8725 65
4512 9047 57
4513 476 33
4513 4374 94
4513 5408 94
4514 370 58
4514 5290 16
4514 9785 27
4515 1025 66
4515 1351 83
4515 9682 99
4516 2617 79
4516 8633 92
4517 5491 84
4517 7161 98
4517 8711 50
4518 1167 50
4518 4848 18
4518 5214 23
4518 6039 42
4518 6107 41
4519 4647 19
4519 6168 65
4519 6913 53
4519 7430 99
4520 940 60
4520 3113 59
4520 8805 60
4521 6140 1
4521 8718 80
4522 1079 60
4522 2971 94
4522 6247 17
4522 9549 56
4523 820 75
4523 939 23
4523 2083 42
4523 7758 86
4524 8442 54
4525 1362 53
4525 7218 85
4525 8031 11
4525 9046 54
4526 1805 19
4526 2157 92
4526 2428 22
4527 1204 28
4527 6094 79
4528 884 2
4528 8813 67
4528 8919 32
4529 2127 95
4529 4446 90
4529 4504 25
4529 4520 6
4530 1038 22
4530 2532 46
4530 8438 16
4531 4738 65
4531 6799 61
4532 2803 45
4532 5988 28
4532 7394 53
4532 7667 10
4532 7771 14
4532 8755 44
4532 9195 68
4532 9409 88
4532 9444 93
4533 74 78
4533 4572 69
4534 6456 71
4535 9502 63
4536 918 13
4536 1107 32
4536 1573 84
4536 3281 70
4536 8618 23
4537 457 10
4537 3629 89
4537 6474 52
4537 9788 97
4538 1183 35
4538 3060 68
4538 6394 8
4539 2012 55
4539 2671 55
4539 6924 39
4539 9645 22
4540 4036 37
4541 416 77
4541 3355 35
4541 4976 39
4541 9423 14
4542 5254 35
4542 5779 0
4542 6001 24
4542 8912 75
4543 2383 62
4543 8332 47
4544 165 3
4544 1077 2
4544 7780 68
4545 1566 96
4545 8059 23
4546 556 70
4546 2759 3
4546 5201 57
4546 9260 27
4547 1287 73
4547 1988 81
4547 5565 76
4548 297 62
4548 5269 98
4549 2546 39
4549 6239 9
4549 6657 20
4549 8301 5
4550 296 71
4550 845 16
4550 1642 91
4550 5331 58
4550 6316 42
4551 1044 2
4551 5225 25
4551 5887 95
4551 6921 17
4551 8339 69
4552 854 23
4552 3766 8
4553 705 85
4553 950 41
4553 3982 73
4553 4328 93
4553 6673 31
4553 7241 2
4554 3856 90
4554 6707 21
4555 3340 48
4555 5994 71
4555 7105 75
4556 360 97
4556 5519 10
4556 7391 10
4557 3757 99
4557 7335 43
4557 7912 42
4558 6426 44
4558 6888 86
4559 1561 64
4559 2217 83
4559 5973 18
4560 6650 3
4560 8021 78
4561 836 20
4561 2444 91
4562 1966 14
4563 676 77
4563 4634 4
4563 5044 42
4563 5189 95
4564 2567 30
4565 976 29
4565 9680 5
4566 1732 86
4566 5051 43
4567 5863 20
4568 1952 49
4568 2684 61
4568 4241 12
4568 4504 73
4568 5772 18
4568 7030 38
4568 8444 87
4569 563 71
4569 1377 44
4569 1808 31
4569 3132 65
4569 7352 25
4570 5859 48
4570 7521 35
4570 9772 66
4571 4319 12
4572 946 30
4572 1991 77
4572 5428 23
4572 7437 24
4572 9091 1
4572 9284 26
4573 3800 86
4573 5453 49
4573 7280 66
4574 1969 90
4574 9493 37
4574 9762 36
4575 432 52
4575 8762 67
4576 3905 96
4576 4077 29
4576 5450 97
4578 309 35
4578 1442 29
4578 4949 5
4579 626 90
4579 2579 71
4579 4607 70
4579 7423 54
4580 3870 90
4580 4013 71
4580 4875 7
4580 7289 50
4580 9149 72
4581 1587 39
4581 3387 28
4581 4598 60
4581 7480 10
4581 7980 90
4582 3495 64
4582 4690 28
4582 6224 54
4582 9478 25
4583 2399 35
4583 4613 83
4583 6757 71
4583 8997 26
4584 2715 43
4584 8853 32
4584 9059 6
4584 9226 42
4585 6262 43
4585 8246 48
4586 233 18
4586 1021 12
4586 3179 30
4586 4004 10
4586 4124 36
4586 5296 31
4586 5537 10
4587 2469 45
4587 8900 52
4587 8945 11
4588 1789 13
4588 7710 44
4588 8424 18
4589 1166 49
4589 4859 21
4591 694 68
4591 1327 55
4591 3426 26
4591 3684 25
4591 6562 76
4591 7276 31
4591 8687 37
4592 1130 79
4592 2172 49
4592 7311 57
4592 8705 53
4593 1523 60
4593 3433 88
4593 5516 39
4593 8373 71
4594 2680 23
4594 9963 41
4595 481 66
4595 1825 59
4595 9022 86
4596 3737 61
4596 4021 48
4597 1781 60
4597 1950 71
4597 3801 44
4597 6425 10
4598 57 90
4598 1824 95
4598 6679 9
4599 19 92
4599 5517 2
4599 7144 50
4599 7411 41
4600 2260 4
4600 5451 57
4600 8938 35
4602 511 30
4602 1728 23
4602 2301 92
4602 3268 51
4602 3927 36
4602 7978 89
4603 1116 10
4603 4619 64
4603 5060 31
4603 6735 92
4603 8128 64
4604 1499 8
4604 1995 63
4604 3902 53
4604 3930 84
4604 4013 2
4604 4623 25
4605 648 47
4605 1527 6
4605 1887 57
4605 4697 65
4605 4741 76
4605 6513 77
4606 376 99
4606 1668 66
4606 1900 5
4606 4832 11
4606 6851 44
4606 7355 55
4607 5732 76
4608 1509 37
4608 1978 60
4608 2597 68
4608 4400 4
4608 6487 13
4609 299 46
4609 2019 67
4609 5232 33
4609 6019 27
4610 2231 55
4611 1252 13
4612 285 43
4612 1006 52
4612 3682 76
4612 4282 11
4612 5878 30
4612 6375 32
4612 7750 26
4612 9701 97
4613 2102 81
4613 7213 59
4613 9203 59
4614 415 60
4614 743 35
4614 1280 79
4614 2686 5
4614 4409 23
4614 8936 23
4615 2195 43
4615 2348 98
4615 3205 32
4616 7288 82
4617 1229 24
4617 2647 50
4617 4351 96
4617 8278 20
4617 9280 31
4619 3462 41
4620 76 37
4620 354 65
4620 1508 42
4620 1764 67
4620 2545 29
4620 3062 98
4620 3296 24
4620 6619 60
4620 7208 37
4620 7933 73
4620 9222 97
4621 1136 3
4621 2658 79
4621 5092 31
4621 7224 33
4622 1957 72
4622 4704 62
4622 5885 38
4622 8306 62
4623 7555 71
4624 937 20
4625 1358 50
4625 4550 92
4627 2349 80
4627 6739 51
4628 521 61
4628 2019 72
4628 3258 19
4628 8197 56
4628 9110 52
4629 113 63
4629 1804 3
4629 6620 89
4629 9344 16
4629 9916 74
4630 1245 3
4630 1600 70
4630 5253 85
4630 5757 38
4630 9002 70
4631 648 5
4631 720 75
4631 2057 13
4631 2516 18
4631 2982 66
4631 3640 34
4631 8221 20
4632 1232 11
4632 1825 59
4632 5851 97
4632 7741 35
4632 8230 90
4633 400 45
4633 1175 17
4633 9430 91
4634 287 95
4634 475 81
4634 1724 33
4634 2376 20
4634 3090 98
4634 4687 96
4634 5851 42
4634 6930 48
4635 1510 28
4635 2539 69
4635 4912 30
4635 9083 35
4635 9194 46
4636 3311 7
4636 4701 56
4636 7830 26
4636 8468 11
4637 1321 43
4637 2141 2
4637 6969 84
4638 342 37
4638 3771 93
4638 8631 65
4639 459 0
4639 8457 97
4639 8540 42
4639 8741 61
4639 9658 4
4640 512 31
4640 2332 41
4640 3422 80
4640 5304 35
4640 5335 42
4641 1005 4
4641 2419 36
4641 7060 2
4642 218 31
4642 478 34
4642 1885 17
4642 3569 0
4642 7429 6
4642 7445 8
4643 1700 22
4643 1764 9
4643 2917 29
4643 6183 35
4644 200 92
4644 504 62
4644 4288 39
4644 6159 93
4645 4300 62
4645 6107 76
4645 6326 54
4645 8802 62
4646 87 99
4646 2810 63
4646 8180 69
4646 8938 10
4647 1817 97
4647 2818 59
4647 3067 87
4647 4406 25
4647 5427 48
4648 1764 54
4648 2483 7
4648 2506 13
4648 8076 14
4648 8569 35
4649 138 97
4649 1763 47
4649 1774 48
4649 1954 57
4649 2399 81
4649 3489 67
4650 1380 80
4650 2584 37
4650 6779 21
4651 1219 90
4651 5880 44
4651 6127 94
4651 6800 47
4651 9806 7
4652 3399 50
4652 4503 88
4653 1439 26
4653 2633 14
4653 8997 4
4654 909 40
4654 7197 28
4654 8338 76
4654 8540 97
4654 9067 30
4655 1843 26
4655 3757 88
4655 5547 48
4655 5723 90
4655 9568 85
4655 9673 61
4655 9973 51
4656 643 42
4656 9726 66
4657 459 65
4657 1768 47
4657 3818 60
4657 6963 95
4657 8277 25
4658 2478 73
4658 2585 96
4658 4806 76
4658 4905 95
4658 6082 20
4658 6836 57
4658 8316 56
4659 2282 78
4659 6849 31
4660 977 89
4660 3618 50
4660 7668 79
4661 2545 41
4661 8593 69
4661 8891 33
4662 2018 71
4662 8865 22
4662 9946 81
4663 8334 96
4664 921 95
4664 1468 21
4664 1761 27
4664 5141 11
4665 232 96
4665 1041 94
4665 2480 79
4666 231 70
4666 1405 92
4666 1418 94
4666 3003 11
4666 3780 82
4666 9155 32
4667 2428 57
4667 7705 14
4668 1925 93
4668 2627 98
4668 6834 1
4668 6883 9
4669 3527 8
4669 3907 15
4669 6623 76
4670 8847 18
4671 2084 81
4671 5150 98
4671 8974 67
4671 9706 68
4672 4300 80
4672 7718 40
4672 8301 38
4672 9989 53
4673 1382 95
4673 4348 32
4673 5640 13
4673 7097 74
4674 918 11
4675 4178 39
4675 5686 56
4676 856 68
4676 1035 56
4676 1700 24
4676 2072 27
4676 2380 20
4676 2601 13
4676 4619 73
4676 5395 41
4676 6548 41
4676 8630 87
4677 636 7
4677 1369 47
4677 2175 20
4677 2693 55
4677 5543 91
4677 7799 74
4677 8909 21
4678 376 72
4678 5625 4
4678 6489 85
4678 9889 46
4679 3908 1
4679 5800 92
4679 5878 51
4679 6397 33
4679 8237 87
4680 211 2
4680 1647 10
4680 8360 78
4680 9248 45
4681 1588 42
4681 2622 88
4681 7664 26
4683 1861 90
4683 3460 14
4684 2779 79
4684 4834 96
4684 5786 47
4684 6961 5
4685 889 23
4685 2457 58
4685 7066 99
4686 80 16
4686 943 99
4686 3184 54
4686 6093 5
4687 767 74
4687 1298 40
4687 6503 92
4687 6926 9
4687 7653 34
4688 966 64
4688 1884 68
4689 1726 1
4689 5205 19
4689 9371 41
4690 3427 29
4690 4969 44
4691 6224 50
4691 7564 19
4692 168 44
4692 1582 74
4692 9185 58
4693 201 43
4693 3288 88
4693 4307 11
4693 5786 99
4694 4988 66
4694 6915 9
4694 7934 49
4695 559 10
4695 690 38
4695 1466 37
4695 1657 69
4695 6733 67
4696 1583 35
4696 4553 16
4696 6059 89
4696 7036 51
4696 8425 24
4696 8833 11
4696 9481 71
4697 1122 26
4697 2209 30
4697 5010 2
4697 9537 56
4698 2074 73
4698 2813 2
4698 2894 99
4698 5616 80
4698 7048 88
4698 9911 32
4699 5081 10
4699 7086 18
4699 9921 71
4700 3971 64
4700 9803 72
4701 312 93
4701 315 27
4701 1259 54
4701 9490 70
4702 1937 39
4702 2190 45
4702 4439 6
4702 5248 83
4702 6486 73
4703 2337 71
4703 4351 6
4703 6953 17
4703 7431 66
4703 8010 42
4703 9915 9
4704 1033 14
4705 261 39
4705 7091 59
4705 8848 16
4706 1932 66
4706 9853 98
4707 1357 64
4707 3631 48
4707 9796 28
4708 248 91
4708 2337 72
4708 3823 59
4708 5550 3
4709 537 49
4709 1072 68
4709 1473 54
4709 1847 77
4709 2971 71
4709 3164 67
4710 82 46
4710 2304 0
4710 4560 35
4710 7870 72
4710 9802 11
4711 1153 18
4711 2229 53
4711 3433 8
4711 7109 45
4712 3037 98
4712 3467 62
4712 5579 89
4712 9484 80
4713 299 32
4713 5604 44
4713 5945 55
4713 7663 83
4714 2870 68
4714 5252 57
4714 8006 52
4714 9742 73
4715 222 96
4715 2833 4
4715 2959 56
4715 3672 40
4715 4148 61
4715 6035 18
4715 6783 81
4715 7098 73
4715 7123 82
4715 7615 36
4715 7684 72
4716 3950 17
4716 5792 36
4717 4716 23
4717 6853 8
4718 2755 20
4718 3802 72
4718 6128 48
4718 7693 64
4719 677 91
4719 2584 82
4719 4095 83
4719 4608 88
4720 5643 6
4720 7351 99
4720 9079 91
4721 816 38
4721 1248 30
4722 1120 97
4722 2569 59
4722 6163 53
4723 115 92
4723 2504 40
4723 5360 72
4723 6998 29
4723 8392 75
4724 1217 56
4724 1686 86
4724 2502 12
4724 8781 59
4725 533 79
4725 1271 32
4725 3919 2
4725 4609 25
4725 6573 29
4725 7139 21
4726 201 24
4726 7468 90
4726 8380 32
4727 5495 87
4727 5616 59
4727 5868 64
4727 9713 90
4728 1316 28
4728 4221 52
4728 7906 66
4728 7959 82
4729 882 51
4729 5413 3
4729 8185 75
4729 9363 29
4730 2830 15
4730 3127 53
4730 3666 95
4730 4328 12
4730 6359 94
4730 6763 36
4731 1064 75
4731 8941 23
4732 1288 52
4733 2243 53
4733 2735 83
4733 3220 82
4733 5577 13
4734 2726 18
4734 3415 95
4734 5038 88
4734 5869 50
4734 6125 73
4734 6480 50
4734 7817 66
4735 3397 29
4735 5569 26
4735 7849 94
4735 9953 67
4736 1346 85
4736 1760 98
4736 3393 76
4736 3536 7
4736 9141 14
4737 8102 15
4737 9848 8
4738 268 14
4738 5423 0
4738 5927 34
4738 7162 26
4738 8643 20
4739 3148 33
4740 692 43
4740 3095 36
4740 3764 49
4740 4104 80
4740 7604 33
4740 8698 41
4740 9917 82
4741 767 30
4741 1712 11
4741 2241 26
4741 2566 67
4741 3870 94
4741 5081 90
4742 86 64
4742 4678 39
4742 8162 37
4743 5678 0
4743 6998 11
4743 7329 31
4743 7741 45
4744 1822 65
4744 4832 13
4744 9908 80
4745 649 86
4745 4330 22
4745 5583 66
4745 6125 10
4746 5531 46
4746 8982 65
4747 505 18
4747 5541 97
4747 8122 56
4748 1376 92
4748 6080 33
4749 137 69
4749 6596 64
4750 589 41
4750 5802 58
4750 6044 15
4750 8960 45
4751 6370 75
4751 8453 74
4752 704 47
4752 847 84
4752 3475 48
4752 4422 5
4752 5636 88
4752 9352 87
4753 3985 52
4753 5435 40
4753 6219 7
4753 9748 67
4754 1949 35
4754 2131 2
4754 2197 92
4754 2642 78
4754 8519 70
4754 9897 14
4755 459 55
4755 1381 28
4755 2849 48
4755 3044 17
4756 609 66
4756 1998 8
4756 3028 52
4757 1771 76
4757 2170 15
4757 4692 98
4757 5260 29
4757 7777 74
4758 629 4
4759 780 6
4759 810 60
4759 3718 13
4759 7504 19
4759 7760 77
4759 8171 68
4759 8213 6
4760 5518 37
4760 9023 39
4761 3091 89
4761 4339 28
4761 9546 21
4762 7129 52
4762 7153 56
4763 3709 58
4763 4033 56
4763 5627 75
4763 7972 6
4763 8683 4
4763 8925 8
4763 9526 3
4764 629 69
4764 766 99
4764 1935 72
4764 6509 10
4765 3451 14
4765 7771 98
4766 4944 55
4766 7961 85
4767 1754 87
4767 4592 48
4767 4816 71
4767 5656 54
4768 7812 8
4769 130 27
4769 3627 52
4769 4252 67
4769 4889 0
4769 6392 21
4770 1750 71
4770 2285 32
4770 5509 80
4770 6772 49
4770 7426 87
4771 1200 99
4771 1661 17
4771 7958 74
4772 1821 24
4772 5340 97
4772 8722 32
4772 9647 35
4773 1382 0
4773 2561 50
4773 3978 33
4773 6880 76
4773 7808 84
4773 9097 80
4774 1226 11
4774 4918 49
4774 6022 17
4774 7163 80
4774 8801 66
4775 576 58
4775 2785 87
4775 3166 72
4775 5155 50
4776 2397 24
4776 4250 69
4776 5484 90
4777 310 43
4777 1433 31
4777 5010 55
4777 9970 23
4778 1463 63
4778 4096 0
4778 4492 83
4778 7200 71
4778 8555 32
4779 560 87
4779 1728 63
4779 6340 54
4779 7643 35
4780 368 92
4780 1292 16
4780 1696 22
4780 1769 16
4780 7075 6
4780 8818 28
4781 334 51
4781 2232 57
4781 3403 85
4781 3702 97
4781 7322 74
4781 7408 49
4781 7465 59
4781 7759 97
4782 5615 27
4782 9144 63
4783 85 60
4783 761 9
4783 1518 66
4783 2657 13
4783 4563 25
4783 5794 63
4783 7933 74
4783 8087 77
4783 8731 70
4784 3082 95
4785 7620 71
4785 9373 70
4786 8173 32
4788 6981 86
4788 8096 51
4789 14 11
4789 547 98
4789 3112 50
4789 3263 79
4790 2703 9
4790 3988 54
4790 8874 81
4791 5990 31
4791 7699 47
4791 8661 81
4792 2885 33
4792 3623 13
4792 4111 94
4792 6015 31
4792 6163 13
4793 2375 67
4793 3654 93
4793 3696 78
4793 7081 83
4793 9779 66
4794 410 90
4794 2791 27
4794 8237 97
4794 9040 19
4795 587 69
4795 1595 20
4795 3297 4
4795 6767 75
4795 7194 16
4796 1290 19
4796 4861 86
4796 7706 17
4796 9605 33
4797 1230 22
4797 1861 84
4797 2328 60
4797 2721 16
4797 2903 32
4797 4652 83
4798 3807 68
4798 7257 40
4798 8760 33
4798 9054 51
4799 39 8
4799 3105 8
4799 5239 21
4799 6538 54
4800 717 45
4800 4992 34
4800 5825 62
4801 2323 85
4801 2625 99
4801 5650 52
4801 8617 89
4802 7014 58
4804 1412 68
4804 4526 91
4804 7593 19
4804 8963 63
4804 9969 83
4805 787 5
4805 4264 51
4805 6183 60
4806 1415 27
4806 1441 37
4806 1452 96
4806 3053 83
4806 3171 88
4806 6110 12
4806 8019 5
4806 8344 17
4807 738 81
4807 823 30
4807 2035 20
4807 6344 37
4808 979 2
4808 1076 94
4808 3559 56
4808 3886 76
4808 4334 97
4809 7584 68
4810 5075 70
4810 6713 98
4811 2180 95
4811 6566 93
4811 7351 50
4811 9721 16
4811 9926 81
4812 7543 65
4812 8890 31
4813 6923 57
4814 759 91
4814 1129 72
4814 2556 26
4814 6427 38
4815 1327 38
4815 2344 52
4815 6064 26
4815 9566 54
4816 6313 28
4816 9516 37
4817 1213 50
4817 1940 55
4817 4272 79
4818 411 72
4818 889 72
4818 1450 17
4819 6151 25
4819 8874 13
4819 9766 49
4820 3576 57
4821 1491 35
4821 2718 98
4821 3673 31
4821 4516 10
4822 943 34
4822 3485 33
4823 1129 92
4823 1132 21
4823 2175 97
4823 6311 40
4823 8358 4
4824 9683 98
4825 2321 12
4825 7287 5
4825 8242 58
4826 1958 85
4826 2700 67
4826 4976 79
4826 9342 41
4827 5436 91
4828 538 65
4828 735 56
4828 2031 63
4828 2581 99
4828 9131 84
4829 791 35
4829 4954 48
4829 5309 80
4829 7479 75
4830 2318 79
4830 3079 70
4830 6384 81
4831 4196 75
4832 183 12
4832 2071 25
4832 9091 30
4832 9436 78
4833 618 3
4833 3326 80
4833 3769 97
4833 4223 52
4834 5898 31
4834 8859 93
4835 1663 15
4835 7084 60
4836 720 53
4836 938 76
4836 1835 68
4836 2728 28
4836 4005 10
4836 7266 91
4836 9743 45
4837 6826 85
4837 7899 21
4838 333 36
4838 3727 37
4838 7486 96
4838 9232 19
4839 1465 37
4839 1756 14
4839 4572 87
4839 4733 69
4840 244 71
4840 339 21
4840 361 74
4840 1212 11
4840 6819 89
4840 8364 75
4840 9968 14
4841 8938 93
4841 8973 71
4841 9527 99
4842 715 86
4842 2956 23
4842 5291 29
4843 1652 60
4843 8552 98
4843 8751 39
4844 1399 52
4844 3647 90
4844 8771 57
4845 805 72
4845 1372 67
4845 8581 92
4845 9643 91
4846 382 1
4846 699 15
4846 1556 97
4846 2996 9
4846 4059 90
4846 7249 93
4847 648 47
4847 2190 6
4847 4274 4
4847 4355 44
4847 8648 16
4848 315 99
4848 505 32
4848 741 81
4848 1430 81
4848 1796 7
4848 4064 30
4848 7704 15
4849 749 59
4849 1094 32
4849 9884 95
4850 1550 4
4850 4981 66
4850 5180 4
4851 1918 75
4851 3430 47
4851 3886 1
4851 6868 64
4851 7553 31
4852 476 12
4852 1680 70
4852 2888 75
4852 4241 15
4852 8398 85
4853 5578 67
4853 7223 78
4854 72 34
4854 5319 64
4855 305 26
4855 1060 93
4855 2162 77
4855 4017 48
4855 4537 87
4855 7817 70
4856 5428 94
4856 7165 15
4856 9516 27
4857 629 57
4857 949 53
4857 7687 47
4857 9720 61
4858 1598 59
4858 2512 56
4858 7734 53
4858 7915 45
4859 2282 58
4859 4568 16
4859 5488 64
4859 5925 59
4859 8263 13
4860 593 5
4860 1903 41
4860 3000 7
4860 3113 75
4861 4096 28
4863 1334 22
4863 1365 52
4863 1813 5
4863 3310 48
4863 7263 77
4864 1570 38
4864 1696 70
4864 3521 9
4864 8105 28
4864 9305 32
4865 582 81
4865 938 81
4865 1360 94
4865 1577 67
4865 3251 28
4865 4952 19
4865 6724 47
4866 1288 78
4866 3964 72
4866 6310 70
4866 6899 54
4866 7977 6
4866 8327 9
4867 3000 4
4867 3179 77
4867 6137 33
4867 9936 46
4868 174 1
4868 990 20
4868 3614 13
4868 7374 92
4869 871 59
4870 1754 72
4870 9740 64
4871 1774 67
4871 3495 13
4872 4118 73
4872 5991 20
4872 8106 56
4872 8838 32
4872 9209 45
4873 39 8
4873 7226 34
4873 7352 57
4874 447 42
4874 6443 11
4874 6817 63
4875 436 36
4875 1003 32
4875 2105 65
4875 4247 30
4876 915 58
4876 6489 0
4876 7950 69
4876 8492 37
4876 8949 62
4877 2566 60
4877 4225 36
4877 9592 66
4878 2141 28
4878 3701 49
4878 3915 40
4878 6923 85
4878 7767 48
4878 9880 96
4879 1153 20
4879 8060 21
4879 9532 62
4880 698 88
4880 3756 15
4880 5430 78
4880 9981 35
4881 1740 4
4881 6371 28
4881 7441 55
4881 7820 10
4882 1311 55
4882 4928 7
4882 5055 64
4883 3239 68
4883 3661 59
4883 4355 25
4883 5754 55
4883 8499 41
4883 8671 32
4884 1370 4
4884 3382 89
4884 9955 4
4885 78 74
4885 2968 92
4885 8133 79
4886 1753 31
4886 3178 52
4887 882 32
4887 1709 14
4887 3656 29
4887 4668 49
4887 5351 43
4887 6873 96
4887 9229 6
4887 9801 50
4888 823 85
4888 1886 98
4888 4841 6
4888 5633 23
4888 8621 41
4889 1131 51
4889 5162 17
4889 7326 82
4889 9928 19
4891 347 95
4891 1342 88
4891 7421 14
4891 9252 85
4892 2494 23
4893 996 29
4893 4085 66
4893 5759 98
4893 6384 79
4893 8438 45
4894 853 31
4894 1270 76
4894 8262 25
4894 8421 68
4895 934 20
4895 1185 7
4895 8975 99
4896 3297 25
4896 6775 29
4896 7661 87
4896 8338 62
4896 9507 30
4897 247 30
4897 2657 60
4897 2716 70
4897 4948 23
4897 7383 51
4897 7432 62
4897 7453 12
4897 8133 60
4898 1447 45
4898 3184 36
4899 415 79
4899 1997 73
4899 4884 72
4899 6079 32
4899 6563 52
4900 3397 40
4900 4039 33
4900 6231 28
4901 318 5
4901 675 52
4901 2225 88
4901 6908 45
4901 8442 77
4902 373 58
4902 1822 41
4902 1964 31
4902 2099 83
4902 3444 99
4902 8255 60
4903 2769 43
4903 3342 97
4903 3820 89
4903 8191 11
4903 9653 76
4904 317 86
4904 707 99
4904 1110 80
4904 6061 46
4904 6319 2
4905 3340 54
4905 9625 61
4906 245 64
4906 544 94
4906 2908 81
4906 5395 43
4906 5486 60
4906 6500 24
4906 9145 96
4907 817 51
4907 1362 70
4907 2008 83
4907 9554 76
4908 716 0
4908 745 5
4908 3162 50
4908 7018 81
4908 7472 98
4909 6178 14
4909 7105 62
4910 129 9
4910 1139 80
4910 2709 67
4910 9734 76
4911 3620 26
4911 8124 18
4911 8552 13
4912 2266 82
4912 4679 76
4912 9859 18
4913 3666 80
4913 5475 41
4913 7103 20
4914 252 32
4914 8145 60
4915 1515 6
4915 3913 11
4915 6162 60
4915 7559 81
4916 769 41
4916 1263 46
4916 5043 83
4916 5704 21
4917 5921 67
4917 7138 7
4918 2061 96
4918 4752 5
4918 6238 20
4918 6454 70
4918 8440 29
4919 1500 93
4919 2444 55
4919 3079 88
4919 3949 96
4919 4577 85
4919 7763 48
4920 2099 49
4920 3241 38
4920 6263 43
4920 6297 29
4920 6974 72
4920 8391 75
4920 9972 90
4921 1505 69
4922 210 57
4922 1857 12
4922 7659 58
4922 7933 94
4922 7946 46
4923 4276 77
4923 4883 77
4923 8484 77
4924 169 36
4924 188 63
4924 4035 96
4924 4433 76
4924 5714 84
4924 9257 15
4925 982 58
4925 1089 50
4925 7364 24
4925 7468 25
4927 1335 66
4927 3794 95
4927 8507 64
4928 415 60
4928 1634 27
4928 9549 7
4929 1059 91
4929 1297 51
4929 3143 69
4929 5733 54
4930 236 62
4930 3487 9
4930 3594 11
4930 8004 62
4931 294 69
4931 3138 6
4931 7047 0
4931 7319 30
4931 9190 34
4932 592 80
4932 3192 38
4932 7001 2
4933 1203 99
4933 2715 50
4933 3150 22
4933 6147 14
4933 7122 27
4934 1198 73
4934 1731 38
4934 2969 76
4934 3708 36
4934 4077 59
4934 4945 3
4934 6816 56
4935 4130 21
4935 5317 50
4935 9217 12
4935 9930 91
4936 798 49
4936 1371 24
4936 1423 65
4936 4266 67
4936 4690 38
4937 1017 63
4937 4836 89
4937 8869 58
4938 2638 35
4938 3668 29
4938 3789 1
4938 4261 54
4938 5005 66
4939 1344 49
4939 2501 21
4939 4411 54
4939 6154 33
